Unique ID,State/UT,District,Disease/Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status
AS/DBG/2024/17/717,Assam,Dibrugarh,Mumps,7,0,23-04-2024,23-04-2024,Under Control
AS/KAD/2024/17/718,Assam,Karbi Anglong,Food Poisoning,5,0,23-04-2024,23-04-2024,Under Control
AS/KRG/2024/17/719,Assam,Karimganj,Malaria,5,0,22-04-2024,23-04-2024,Under Control
AS/SNT/2024/17/720,Assam,Sonitpur,Fever,14,0,22-04-2024,22-04-2024,Under Control
BH/GPG/2024/17/721,Bihar,Gopalganj,Chickenpox,5,0,23-04-2024,25-04-2024,Under Control
BH/JAM/2024/17/722,Bihar,Jamui,Fever with Rash,8,0,22-04-2024,22-04-2024,Under Surveillance
BH/MBN/2024/17/723,Bihar,Madhubani,Fever with Rash,11,0,22-04-2024,24-04-2024,Under Control
BH/PAC/2024/17/724,Bihar,Purbi Champaran,Fever with Rash,8,0,22-04-2024,25-04-2024,Under Control
GJ/AHM/2024/17/725,Gujarat,Ahmedabad,Cholera,33,0,26-04-2024,26-04-2024,Under Control
GJ/AHM/2024/17/726,Gujarat,Ahmedabad,Food Poisoning,67,0,21-04-2024,22-04-2024,Under Control
GJ/NAV/2024/17/727,Gujarat,Navsari,Food Poisoning,37,0,23-04-2024,24-04-2024,Under Control
GJ/PAN/2024/17/728,Gujarat,Panchmahals,Measles & Rubella,12,0,23-04-2024,23-04-2024,Under Surveillance
GJ/RJK/2024/17/729,Gujarat,Rajkot,Measles,8,0,22-04-2024,22-04-2024,Under Control
GJ/SBK/2024/17/730,Gujarat,Sabar Kantha,Measles,5,0,23-04-2024,24-04-2024,Under Control
GJ/SRD/2024/17/731,Gujarat,Surendranagar,Food Poisoning,17,0,26-04-2024,26-04-2024,Under Control
HR/KMN/2024/17/732,Haryana,Karnal,Scrub Typhus,5,0,20-04-2024,22-04-2024,Under Control
JK/BML/2024/17/733,Jammu and Kashmir,Baramulla,Hepatitis A,18,0,24-04-2024,24-04-2024,Under Control
JH/DEO/2024/17/734,Jharkhand,Deoghar,Measles,8,0,19-04-2024,26-04-2024,Under Surveillance
JH/DMK/2024/17/735,Jharkhand,Dumka,Chickenpox,5,0,22-04-2024,23-04-2024,Under Control
JH/DMK/2024/17/736,Jharkhand,Dumka,Chickenpox,5,0,21-04-2024,22-04-2024,Under Control
JH/ESI/2024/17/737,Jharkhand,East Singhbum,Chickenpox,7,0,22-04-2024,23-04-2024,Under Control
JH/JAT/2024/17/738,Jharkhand,Jamtara,Acute Diarrheal Disease,23,0,25-04-2024,26-04-2024,Under Surveillance
JH/SAK/2024/17/739,Jharkhand,Saraikela Kharsawan,Chickenpox,9,0,24-04-2024,25-04-2024,Under Surveillance
KN/CHI/2024/17/740,Karnataka,Chitradurga,Food Poisoning,15,0,22-04-2024,24-04-2024,Under Control
KN/KOD/2024/17/741,Karnataka,Kodagu,Cholera,5,0,20-04-2024,22-04-2024,Under Control
KN/MYS/2024/17/742,Karnataka,Mysuru,Acute Gastroenteritis,79,0,25-04-2024,26-04-2024,Under Control
KN/RCR/2024/17/743,Karnataka,Raichur,Food Poisoning,7,2,27-04-2024,28-04-2024,Under Control
AP/KUR/2024/18/795,Andhra Pradesh,Nandyal,Acute Diarrheal Disease,15,0,29-04-2024,03-05-2024,Under Control
AS/CCR/2024/18/796,Assam,Cachar,Acute Encephalitic Syndrome,1,1,03-05-2024,03-05-2024,Under Control
AS/SBS/2024/18/797,Assam,Charaideo,Human Rabies,1,1,30-04-2024,01-05-2024,Under Surveillance
AS/DBG/2024/18/798,Assam,Dibrugarh,Acute Diarrheal Disease,28,0,01-05-2024,02-05-2024,Under Control
AS/DBG/2024/18/799,Assam,Dibrugarh,Cholera,92,2,29-04-2024,29-04-2024,Under Control
AS/GLG/2024/18/800,Assam,Golaghat,Food Poisoning,10,0,05-05-2024,05-05-2024,Under Control
AS/GLG/2024/18/801,Assam,Golaghat,Food Poisoning,12,0,02-05-2024,02-05-2024,Under Control
AS/LKM/2024/18/802,Assam,Lakhimpur,Dengue,10,0,04-05-2024,04-05-2024,Under Control
AS/LKM/2024/18/803,Assam,Lakhimpur,Acute Hepatitis-A,8,0,29-04-2024,29-04-2024,Under Control
AS/MAR/2024/18/804,Assam,Marigaon,Acute Diarrheal Disease,6,0,03-05-2024,04-05-2024,Under Control
AS/NGO/2024/18/805,Assam,Nagaon,Food Poisoning,47,0,04-05-2024,04-05-2024,Under Control
BH/JAH/2024/18/806,Bihar,Jehanabad,Measles,6,0,23-04-2024,30-04-2024,Under Surveillance
BH/PTN/2024/18/807,Bihar,Patna,Fever with Rash,13,0,29-04-2024,30-04-2024,Under Control
CT/BLS/2024/18/808,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,41,0,01-05-2024,01-05-2024,Under Control
CT/MHN/2024/18/809,Chhattisgarh,Mahasamund,Chickenpox,8,0,02-05-2024,02-05-2024,Under Control
CT/RPR/2024/18/810,Chhattisgarh,Raipur,Acute Diarrheal Disease,8,0,01-04-2024,01-05-2024,Under Control
GJ/BTA/2024/18/811,Gujarat,Botad,Chikungunya,5,0,02-05-2024,03-05-2024,Under Control
GJ/DBD/2024/18/812,Gujarat,Devbhumi Dwarka,Measles,7,0,29-04-2024,29-04-2024,Under Surveillance
GJ/KHD/2024/18/813,Gujarat,Kheda,Acute Diarrheal Disease,41,0,29-04-2024,30-04-2024,Under Control
GJ/RJK/2024/18/814,Gujarat,Rajkot,Food Poisoning,111,0,30-04-2024,30-04-2024,Under Control
JH/ESI/2024/18/815,Jharkhand,East Singhbum,Chickenpox,9,0,03-05-2024,04-05-2024,Under Control
JH/GDA/2024/18/816,Jharkhand,Godda,Chickenpox,23,0,25-04-2024,02-05-2024,Under Control
JH/SAK/2024/18/817,Jharkhand,Saraikela Kharsawan,Food Poisoning,87,0,02-05-2024,02-05-2024,Under Surveillance
KN/HAS/2024/18/818,Karnataka,Hassan,Acute Diarrheal Disease,31,2,02-05-2024,03-05-2024,Under Control
KN/RNA/2024/18/819,Karnataka,Ramanagara,Cholera,6,0,01-05-2024,04-05-2024,Under Control
AP/ANT/2024/19/864,Andhra Pradesh,Anantapur,Acute Diarrheal Disease,23,0,06-05-2024,10-05-2024,Under Surveillance
AP/CTR/2024/19/865,Andhra Pradesh,Tirupati,Acute Diarrheal Disease,25,0,05-05-2024,10-05-2024,Under Surveillance
AS/DBG/2024/19/866,Assam,Dibrugarh,Hepatitis A,15,0,07-05-2024,07-05-2024,Under Surveillance
AS/GLG/2024/19/867,Assam,Golaghat,Food Poisoning,76,0,10-05-2024,10-05-2024,Under Surveillance
AS/NGO/2024/19/868,Assam,Hojai,Acute Diarrheal Disease,4,1,06-05-2024,07-05-2024,Under Surveillance
BH/ARN/2024/19/869,Bihar,Aurangabad,Fever of Unknown Origin,10,0,03-05-2024,06-05-2024,Under Surveillance
BH/SRN/2024/19/870,Bihar,Saran,Measles,9,0,04-05-2024,07-05-2024,Under Surveillance
CT/BBR/2024/19/871,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,26,0,06-05-2024,06-05-2024,Under Control
CT/KAW/2024/19/872,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,67,0,10-05-2024,10-05-2024,Under Surveillance
CT/MHN/2024/19/873,Chhattisgarh,Mahasamund,Cholera,62,0,08-05-2024,09-05-2024,Under Surveillance
CT/RGN/2024/19/874,Chhattisgarh,Rajnandgaon,Measles,22,0,30-04-2024,10-05-2024,Under Surveillance
CT/JAN/2024/19/875,Chhattisgarh,Sakti,Food Poisoning,107,0,01-05-2024,06-05-2024,Under Control
CT/SGJ/2024/19/876,Chhattisgarh,Surajpur,Acute Diarrheal Disease,14,0,05-05-2024,08-05-2024,Under Control
GJ/JGH/2024/19/877,Gujarat,Junagadh,Food Poisoning,127,0,11-05-2024,12-05-2024,Under Control
GJ/SRD/2024/19/878,Gujarat,Surendranagar,Food Poisoning,38,0,12-05-2024,12-05-2024,Under Control
HP/MAN/2024/19/879,Himachal Pradesh,Mandi,Acute Diarrheal Disease,45,0,08-05-2024,08-05-2024,Under Surveillance
JK/BML/2024/19/880,Jammu and Kashmir,Baramulla,Mumps,13,0,10-05-2024,10-05-2024,Under Surveillance
JK/GBL/2024/19/881,Jammu and Kashmir,Ganderbal,Hepatitis A,25,0,08-05-2024,09-05-2024,Under Surveillance
JK/KWR/2024/19/882,Jammu and Kashmir,Kupwara,Human Rabies,1,1,01-05-2024,11-05-2024,Under Surveillance
JH/DMK/2024/19/883,Jharkhand,Dumka,Chickenpox,36,0,04-05-2024,06-05-2024,Under Surveillance
JH/ESI/2024/19/884,Jharkhand,East Singhbum,Chickenpox,7,0,08-05-2024,09-05-2024,Under Surveillance
KN/RNA/2024/19/885,Karnataka,Ramanagara,Food Poisoning,111,0,10-05-2024,11-05-2024,Under Surveillance
KN/RNA/2024/19/886,Karnataka,Ramanagara,Food Poisoning,135,0,06-05-2024,06-05-2024,Under Surveillance
KL/KOA/2024/19/887,Kerala,Kollam,Food Poisoning,15,0,09-05-2024,09-05-2024,Under Surveillance
KL/THI/2024/19/888,Kerala,Thiruvananthapuram,Food Poisoning,130,0,08-05-2024,08-05-2024,Under Surveillance
KL/TRC/2024/19/889,Kerala,Thrissur,West Nile Fever,2,1,03-05-2024,08-05-2024,Under Surveillance
MP/DWS/2024/19/890,Madhya Pradesh,Dewas,Dengue,27,0,03-05-2024,07-05-2024,Under Surveillance
MH/AMN/2024/19/891,Maharashtra,Ahmednagar,Chikungunya,11,0,09-05-2024,09-05-2024,Under Surveillance
MN/IMP/2024/19/892,Manipur,Imphal West,Human Rabies,1,1,06-05-2024,08-05-2024,Under Surveillance
PB/GPR/2024/19/893,Punjab,Gurdaspur,Chickenpox,54,0,08-05-2024,09-05-2024,Under Surveillance
PB/PTH/2024/19/894,Punjab,Pathankot,Mumps,6,0,04-05-2024,06-05-2024,Under Surveillance
TN/CUD/2024/19/895,Tamil Nadu,Cuddalore,Food Poisoning,49,1,06-05-2024,07-05-2024,Under Surveillance
TN/KNK/2024/19/896,Tamil Nadu,Kanniyakumari,Acute Diarrheal Disease,21,0,06-05-2024,07-05-2024,Under Control
UP/GHA/2024/19/897,Uttar Pradesh,Ghaziabad,Acute Diarrheal Disease,876,0,01-05-2024,06-05-2024,Under Surveillance
UP/JLA/2024/19/898,Uttar Pradesh,Jalaun,Fever with Rash,11,0,04-05-2024,09-05-2024,Under Surveillance
WB/BWN/2024/19/899,West Bengal,Purba Bardhaman,Acute Diarrheal Disease,17,0,08-05-2024,09-05-2024,Under Surveillance
WB/PRL/2024/19/901,West Bengal,Purulia,Acute Diarrheal Disease,17,0,07-05-2024,07-05-2024,Under Control
AR/PPM/2024/20/908,Arunachal Pradesh,Papum Pare,Measles,5,0,13-05-2024,13-05-2024,Under Surveillance
AR/TWN/2024/20/909,Arunachal Pradesh,Tawang,Measles,4,0,18-05-2024,18-05-2024,Under Control
AS/BPT/2024/20/910,Assam,Bajali,Fever,15,0,18-05-2024,18-05-2024,Under Control
AS/SNT/2024/20/911,Assam,Biswanath,Chickenpox,10,0,15-05-2024,15-05-2024,Under Control
AS/BON/2024/20/912,Assam,Bongaigaon,Animal Bite - Dog Bite,1,1,17-05-2024,17-05-2024,Under Control
AS/SBS/2024/20/913,Assam,Charaideo,Human Rabies,1,1,16-05-2024,16-05-2024,Under Surveillance
AS/SBS/2024/20/914,Assam,Charaideo,Mushroom Poisoning,14,0,14-05-2024,14-05-2024,Under Surveillance
AS/DHE/2024/20/915,Assam,Dhemaji,Acute Diarrheal Disease,15,0,12-05-2024,13-05-2024,Under Control
AS/DHU/2024/20/916,Assam,Dhubri,Chickenpox,21,0,17-05-2024,17-05-2024,Under Surveillance
AS/DBG/2024/20/917,Assam,Dibrugarh,Hepatitis A,9,0,13-05-2024,14-05-2024,Under Surveillance
AS/JRT/2024/20/918,Assam,Jorhat,Dengue,1,1,18-05-2024,18-05-2024,Under Control
AS/JRT/2024/20/919,Assam,Jorhat,Japanese Encephalitis,1,1,15-05-2024,15-05-2024,Under Control
AS/KOK/2024/20/920,Assam,Kokrajhar,Acute Encephalitic Syndrome,1,1,15-05-2024,16-05-2024,Under Surveillance
AS/MAR/2024/20/921,Assam,Marigaon,Chickenpox,5,0,16-05-2024,17-05-2024,Under Surveillance
AS/SNT/2024/20/922,Assam,Sonitpur,Acute Diarrheal Disease,14,0,17-05-2024,18-05-2024,Under Control
AS/DHU/2024/20/923,Assam,South Salmara Mancachar,Malaria,7,1,17-05-2024,17-05-2024,Under Surveillance
BH/KTH/2024/20/924,Bihar,Katihar,Chickenpox,13,0,11-05-2024,14-05-2024,Under Surveillance
CT/BBR/2024/20/925,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,31,0,13-05-2024,14-05-2024,Under Control
CT/DUR/2024/20/926,Chhattisgarh,Durg,Acute Diarrheal Disease,56,0,15-05-2024,15-05-2024,Under Control
CT/KAW/2024/20/927,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,80,0,15-05-2024,15-05-2024,Under Surveillance
CT/RGN/2024/20/928,Chhattisgarh,Rajnandgaon,Hepatitis E,11,0,11-05-2024,14-05-2024,Under Control
CT/RGN/2024/20/929,Chhattisgarh,Rajnandgaon,Food Poisoning,14,0,16-05-2024,16-05-2024,Under Control
GJ/ARL/2024/20/930,Gujarat,Amreli,Typhoid,4,0,15-05-2024,16-05-2024,Under Control
GJ/GAN/2024/20/931,Gujarat,Gandhinagar,Hepatitis A,29,0,17-05-2024,17-05-2024,Under Surveillance
GJ/GSN/2024/20/932,Gujarat,Gir Somnath,Food Poisoning,26,0,12-05-2024,13-05-2024,Under Surveillance
GJ/KHD/2024/20/933,Gujarat,Kheda,Acute Diarrheal Disease,58,0,12-05-2024,13-05-2024,Under Control
GJ/MRB/2024/20/934,Gujarat,Morbi,Chikungunya,7,0,13-05-2024,18-05-2024,Under Control
HR/FTB/2024/20/935,Haryana,Fatehabad,Chickenpox,37,0,18-05-2024,17-05-2024,Under Surveillance
HP/KNG/2024/20/936,Himachal Pradesh,Kangra,Hepatitis A,59,0,14-05-2024,15-05-2024,Under Control
JK/RJR/2024/20/937,Jammu and Kashmir,Rajauri,Acute Diarrheal Disease,51,0,17-05-2024,18-05-2024,Under Control
JH/CHA/2024/20/938,Jharkhand,Chatra,Acute Diarrheal Disease,16,0,17-05-2024,18-05-2024,Under Surveillance
JH/ESI/2024/20/939,Jharkhand,East Singhbum,Malaria,38,0,14-05-2024,14-05-2024,Under Surveillance
JH/HAZ/2024/20/940,Jharkhand,Hazaribagh,Fever with Rash,6,0,14-05-2024,14-05-2024,Under Control
AP/CTR/2024/21/977,Andhra Pradesh,Chittoor,Acute Diarrheal Disease,14,0,21-05-2024,24-05-2024,Under Surveillance
AP/NLR/2024/21/978,Andhra Pradesh,SPSR Nellore,Acute Diarrheal Disease,20,0,22-05-2024,22-05-2024,Under Control
AR/PPM/2024/21/979,Arunachal Pradesh,Papum Pare,Measles,5,0,22-05-2024,22-05-2024,Under Surveillance
AS/DBG/2024/21/980,Assam,Dibrugarh,Cholera,12,0,25-05-2024,25-05-2024,Under Surveillance
AS/KOK/2024/21/981,Assam,Kokrajhar,Chickenpox,6,0,20-05-2024,20-05-2024,Under Surveillance
AS/TIN/2024/21/982,Assam,Tinsukia,Food Poisoning,14,0,18-05-2024,20-05-2024,Under Surveillance
AS/TIN/2024/21/983,Assam,Tinsukia,Fever with Rash,13,0,17-05-2024,20-05-2024,Under Surveillance
BH/PAC/2024/21/984,Bihar,Purbi Champaran,Fever with Rash,6,0,23-05-2024,24-05-2024,Under Surveillance
CT/BBR/2024/21/985,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,42,0,21-05-2024,21-05-2024,Under Control
CT/BLS/2024/21/986,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,30,0,22-05-2024,22-05-2024,Under Control
GJ/AND/2024/21/987,Gujarat,Anand,Acute Diarrheal Disease,75,0,19-05-2024,20-05-2024,Under Control
GJ/KUC/2024/21/988,Gujarat,Kachchh,Cholera,6,0,19-05-2024,24-05-2024,Under Surveillance
GJ/KHD/2024/21/989,Gujarat,Kheda,Acute Diarrheal Disease,115,0,25-05-2024,26-05-2024,Under Control
GJ/RJK/2024/21/990,Gujarat,Rajkot,Food Poisoning,22,0,19-05-2024,20-05-2024,Under Surveillance
HR/PCH/2024/21/991,Haryana,Panchkula,Cholera,459,1,24-05-2024,24-05-2024,Under Surveillance
JK/DOD/2024/21/992,Jammu and Kashmir,Doda,Chickenpox,10,0,22-05-2024,22-05-2024,Under Surveillance
JK/SNR/2024/21/993,Jammu and Kashmir,Srinagar,Chickenpox,23,0,20-05-2024,20-05-2024,Under Surveillance
JH/GRH/2024/21/994,Jharkhand,Garhwa,Fever with Rash,11,0,25-05-2024,25-05-2024,Under Surveillance
JH/HAZ/2024/21/995,Jharkhand,Hazaribagh,Mumps,5,0,18-05-2024,22-05-2024,Under Surveillance
JH/KUT/2024/21/996,Jharkhand,Khunti,Chickenpox,20,0,22-05-2024,22-05-2024,Under Surveillance
KN/BGK/2024/21/997,Karnataka,Bagalkot,Acute Diarrheal Disease,18,0,23-05-2024,24-05-2024,Under Surveillance
KN/BEG/2024/21/998,Karnataka,Belagavi,Cholera,310,0,21-05-2024,21-05-2024,Under Surveillance
KN/BGR/2024/21/999,Karnataka,Bengaluru Rural,Food Poisoning,98,0,20-05-2024,21-05-2024,Under Control
KN/BDR/2024/21/1000,Karnataka,Bidar,Food Poisoning,13,0,22-05-2024,22-05-2024,Under Surveillance
KN/HAV/2024/21/1001,Karnataka,Haveri,Food Poisoning,104,0,22-05-2024,22-05-2024,Under Control
KN/MNY/2024/21/1002,Karnataka,Mandya,Acute Diarrheal Disease,20,0,21-05-2024,22-05-2024,Under Control
KN/MYS/2024/21/1003,Karnataka,Mysuru,Cholera,150,1,21-05-2024,21-05-2024,Under Control
KL/IDK/2024/21/1004,Kerala,Idukki,Dengue,23,0,21-05-2024,22-05-2024,Under Surveillance
KL/CNR/2024/21/1005,Kerala,Kannur,Hepatitis A,12,0,23-05-2024,25-05-2024,Under Surveillance
KL/KAS/2024/21/1006,Kerala,Kasaragod,Hepatitis A,19,0,18-05-2024,22-05-2024,Under Surveillance
KL/WYN/2024/21/1007,Kerala,Wayanad,Hepatitis A,45,0,20-05-2024,21-05-2024,Under Surveillance
MP/BTU/2024/21/1008,Madhya Pradesh,Betul,Acute Diarrheal Disease,21,1,21-05-2024,22-05-2024,Under Surveillance
